run_id,pattern_type,seed,question_set,persona_ts,persona_py,match,error,ocean_ts_O,ocean_ts_C,ocean_ts_E,ocean_ts_A,ocean_ts_N,ocean_py_O,ocean_py_C,ocean_py_E,ocean_py_A,ocean_py_N
1,blockExtremes,1337,full180,ENTP,ENTP-B,true,,50,44.44444444444444,50,41.666666666666664,55.55555555555556,0.5,0.444,0.5,0.417,0.556
2,deliberateNoise,1337,full180,INFJ,INFJ-B,true,,55.55555555555556,54.861111111111114,45.833333333333336,50,50,0.556,0.549,0.458,0.5,0.5
3,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
4,gaussianMid,1337,full180,ISFP,ISFP-B,true,,47.22222222222222,47.22222222222222,47.22222222222222,50,47.916666666666664,0.472,0.472,0.472,0.5,0.479
5,syntheticPersonaSeed,1337,full180,INFP,INFP-B,true,,52.77777777777778,46.52777777777778,47.916666666666664,52.77777777777778,47.22222222222222,0.528,0.465,0.479,0.528,0.472
6,pathologicalBoundary,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
7,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
8,uniformHigh,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
9,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
10,noiseClusterHigh,1337,full180,ESFJ,ESFJ-B,true,,47.916666666666664,53.47222222222222,50.69444444444444,53.47222222222222,51.388888888888886,0.479,0.535,0.507,0.535,0.514
11,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
12,uniformLow,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
13,noiseClusterLow,1337,full180,ESFJ,ESFJ-B,true,,47.916666666666664,53.47222222222222,52.77777777777778,50,48.611111111111114,0.479,0.535,0.528,0.5,0.486
14,skewedHighOpenness,1337,full180,INFJ,INFJ-B,true,,50,59.72222222222222,36.80555555555556,52.083333333333336,49.30555555555556,0.5,0.597,0.368,0.521,0.493
15,noiseClusterHigh,1337,full180,INFJ,INFJ-B,true,,50.69444444444444,54.861111111111114,45.138888888888886,53.47222222222222,49.30555555555556,0.507,0.549,0.451,0.535,0.493
16,skewedLowConscientiousness,1337,full180,ISFJ,ISFJ-B,true,,49.30555555555556,50,49.30555555555556,53.47222222222222,46.52777777777778,0.493,0.5,0.493,0.535,0.465
17,randomClusters,1337,full180,ESFJ,ESFJ-B,true,,45.833333333333336,51.388888888888886,52.083333333333336,50,52.083333333333336,0.458,0.514,0.521,0.5,0.521
18,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
19,gaussianHigh,1337,full180,ENFJ,ENFJ-B,true,,51.388888888888886,51.388888888888886,50.69444444444444,50.69444444444444,50,0.514,0.514,0.507,0.507,0.5
20,gaussianMid,1337,full180,ISTJ,ISTJ-B,true,,43.05555555555556,51.388888888888886,47.22222222222222,48.611111111111114,50.69444444444444,0.431,0.514,0.472,0.486,0.507
21,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
22,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
23,skewedLowConscientiousness,1337,full180,ESFJ,ESFJ-B,true,,49.30555555555556,50,65.27777777777779,57.638888888888886,42.361111111111114,0.493,0.5,0.653,0.576,0.424
24,gaussianHigh,1337,full180,ISFJ,ISFJ-B,true,,47.916666666666664,50.69444444444444,48.611111111111114,53.47222222222222,50,0.479,0.507,0.486,0.535,0.5
25,skewedHighOpenness,1337,full180,ENFP,ENFP-B,true,,50,47.22222222222222,58.333333333333336,56.25,47.22222222222222,0.5,0.472,0.583,0.562,0.472
26,randomClusters,1337,full180,ESFJ,ESFJ-B,true,,47.22222222222222,50,52.77777777777778,52.77777777777778,47.916666666666664,0.472,0.5,0.528,0.528,0.479
27,gaussianMid,1337,full180,ESFJ,ESFJ-B,true,,48.611111111111114,52.77777777777778,51.388888888888886,52.083333333333336,47.22222222222222,0.486,0.528,0.514,0.521,0.472
28,skewedHighOpenness,1337,full180,ENFJ,ENFJ-B,true,,50,52.77777777777778,53.47222222222222,52.083333333333336,49.30555555555556,0.5,0.528,0.535,0.521,0.493
29,syntheticPersonaSeed,1337,full180,ESTJ,ESTJ-B,true,,48.611111111111114,52.77777777777778,52.77777777777778,42.361111111111114,50,0.486,0.528,0.528,0.424,0.5
30,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
31,gaussianMid,1337,full180,INTP,INTP-B,true,,55.55555555555556,44.44444444444444,47.916666666666664,46.52777777777778,53.47222222222222,0.556,0.444,0.479,0.465,0.535
32,uniformHigh,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
33,driftingPattern,1337,full180,ESFJ,ESFJ-B,true,,46.52777777777778,51.388888888888886,50,52.77777777777778,47.916666666666664,0.465,0.514,0.5,0.528,0.479
34,noiseClusterLow,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,53.47222222222222,52.77777777777778,52.083333333333336,0.507,0.479,0.535,0.528,0.521
35,syntheticPersonaSeed,1337,full180,ENFP,ENFP-B,true,,51.388888888888886,48.611111111111114,57.638888888888886,54.166666666666664,53.47222222222222,0.514,0.486,0.576,0.542,0.535
36,gaussianMid,1337,full180,ESTJ,ESTJ-B,true,,43.05555555555556,50,53.47222222222222,47.22222222222222,51.388888888888886,0.431,0.5,0.535,0.472,0.514
37,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
38,pathologicalBoundary,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
39,alternating,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
40,skewedHighOpenness,1337,full180,INTP,INTP-B,true,,50,47.22222222222222,40.97222222222222,43.75,61.80555555555556,0.5,0.472,0.41,0.438,0.618
41,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
42,randomClusters,1337,full180,ISFJ,ISFJ-B,true,,44.44444444444444,52.083333333333336,45.138888888888886,53.47222222222222,45.833333333333336,0.444,0.521,0.451,0.535,0.458
43,uniformLow,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
44,gaussianHigh,1337,full180,ESFP,ESFP-B,true,,49.30555555555556,47.22222222222222,50,52.083333333333336,47.22222222222222,0.493,0.472,0.5,0.521,0.472
45,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
46,uniformLow,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
47,randomClusters,1337,full180,ENFP,ENFP-B,true,,50,46.52777777777778,50,52.083333333333336,50,0.5,0.465,0.5,0.521,0.5
48,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
49,randomClusters,1337,full180,ESTJ,ESTJ-B,true,,49.30555555555556,52.77777777777778,50.69444444444444,48.611111111111114,49.30555555555556,0.493,0.528,0.507,0.486,0.493
50,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
51,deliberateNoise,1337,full180,ENFJ,ENFJ-B,true,,53.47222222222222,52.083333333333336,53.47222222222222,51.388888888888886,42.361111111111114,0.535,0.521,0.535,0.514,0.424
52,skewedLowConscientiousness,1337,full180,ISTJ,ISTJ-B,true,,47.916666666666664,50,43.75,47.22222222222222,48.611111111111114,0.479,0.5,0.438,0.472,0.486
53,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
54,driftingPattern,1337,full180,INTP,INTP-B,true,,50,47.22222222222222,47.22222222222222,47.916666666666664,48.611111111111114,0.5,0.472,0.472,0.479,0.486
55,deliberateNoise,1337,full180,ENTJ,ENTJ-B,true,,54.166666666666664,53.47222222222222,50.69444444444444,38.19444444444444,52.77777777777778,0.542,0.535,0.507,0.382,0.528
56,driftingPattern,1337,full180,ESFJ,ESFJ-B,true,,47.22222222222222,52.083333333333336,50,52.77777777777778,52.083333333333336,0.472,0.521,0.5,0.528,0.521
57,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
58,uniformHigh,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
59,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
60,triangularDistribution,1337,full180,INTJ,INTJ-B,true,,54.166666666666664,50,46.52777777777778,47.916666666666664,41.666666666666664,0.542,0.5,0.465,0.479,0.417
61,uniformLow,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
62,triangularDistribution,1337,full180,ENTJ,ENTJ-B,true,,51.388888888888886,51.388888888888886,53.47222222222222,48.611111111111114,45.138888888888886,0.514,0.514,0.535,0.486,0.451
63,gaussianLow,1337,full180,INFJ,INFJ-B,true,,53.47222222222222,54.861111111111114,48.611111111111114,50,46.52777777777778,0.535,0.549,0.486,0.5,0.465
64,gaussianHigh,1337,full180,ESTJ,ESTJ-B,true,,49.30555555555556,54.166666666666664,50,47.22222222222222,47.916666666666664,0.493,0.542,0.5,0.472,0.479
65,noiseClusterLow,1337,full180,ESTJ,ESTJ-B,true,,45.833333333333336,50.69444444444444,51.388888888888886,49.30555555555556,48.611111111111114,0.458,0.507,0.514,0.493,0.486
66,entropyChaos,1337,full180,ESFJ,ESFJ-B,true,,48.611111111111114,52.77777777777778,51.388888888888886,51.388888888888886,49.30555555555556,0.486,0.528,0.514,0.514,0.493
67,gaussianHigh,1337,full180,ESFJ,ESFJ-B,true,,49.30555555555556,52.77777777777778,50,50.69444444444444,52.77777777777778,0.493,0.528,0.5,0.507,0.528
68,skewedHighOpenness,1337,full180,ENTP,ENTP-B,true,,50,44.44444444444444,52.083333333333336,38.19444444444444,58.333333333333336,0.5,0.444,0.521,0.382,0.583
69,alternating,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
70,pathologicalBoundary,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
71,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
72,deliberateNoise,1337,full180,ISTJ,ISTJ-B,true,,47.22222222222222,52.083333333333336,49.30555555555556,45.138888888888886,49.30555555555556,0.472,0.521,0.493,0.451,0.493
73,deliberateNoise,1337,full180,ESFP,ESFP-B,true,,40.97222222222222,47.22222222222222,63.19444444444444,52.083333333333336,50,0.41,0.472,0.632,0.521,0.5
74,randomClusters,1337,full180,ESTJ,ESTJ-B,true,,44.44444444444444,52.77777777777778,50,47.916666666666664,48.611111111111114,0.444,0.528,0.5,0.479,0.486
75,triangularDistribution,1337,full180,ENTJ,ENTJ-B,true,,52.77777777777778,53.47222222222222,51.388888888888886,45.833333333333336,43.05555555555556,0.528,0.535,0.514,0.458,0.431
76,triangularDistribution,1337,full180,INTP,INTP-B,true,,52.77777777777778,46.52777777777778,46.52777777777778,47.22222222222222,45.833333333333336,0.528,0.465,0.465,0.472,0.458
77,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
78,gaussianHigh,1337,full180,ESFJ,ESFJ-B,true,,45.833333333333336,52.77777777777778,53.47222222222222,52.083333333333336,48.611111111111114,0.458,0.528,0.535,0.521,0.486
79,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
80,uniformHigh,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
81,entropyChaos,1337,full180,ISFJ,ISFJ-B,true,,47.22222222222222,54.166666666666664,48.611111111111114,52.083333333333336,52.77777777777778,0.472,0.542,0.486,0.521,0.528
82,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
83,gaussianHigh,1337,full180,ESTP,ESTP-B,true,,49.30555555555556,48.611111111111114,51.388888888888886,45.833333333333336,53.47222222222222,0.493,0.486,0.514,0.458,0.535
84,staircasePartial,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,47.916666666666664,50.69444444444444,51.388888888888886,50.69444444444444,0.507,0.479,0.507,0.514,0.507
85,noiseClusterHigh,1337,full180,ENTP,ENTP-B,true,,51.388888888888886,49.30555555555556,50,49.30555555555556,48.611111111111114,0.514,0.493,0.5,0.493,0.486
86,gaussianLow,1337,full180,ENFJ,ENFJ-B,true,,50,54.166666666666664,50,50,46.52777777777778,0.5,0.542,0.5,0.5,0.465
87,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
88,skewedLowConscientiousness,1337,full180,ENTJ,ENTJ-B,true,,58.333333333333336,50,59.02777777777778,43.75,53.47222222222222,0.583,0.5,0.59,0.438,0.535
89,noiseClusterHigh,1337,full180,ESFJ,ESFJ-B,true,,47.916666666666664,50.69444444444444,50,53.47222222222222,52.77777777777778,0.479,0.507,0.5,0.535,0.528
90,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
91,alternatingClusters,1337,full180,ISTP,ISTP-S,true,,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.333,0.333,0.333,0.333,0.333
92,skewedHighOpenness,1337,full180,ENTP,ENTP-B,true,,50,46.52777777777778,51.388888888888886,40.27777777777778,44.44444444444444,0.5,0.465,0.514,0.403,0.444
93,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
94,gaussianMid,1337,full180,ESTP,ESTP-B,true,,44.44444444444444,45.833333333333336,52.083333333333336,47.916666666666664,58.333333333333336,0.444,0.458,0.521,0.479,0.583
95,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
96,gaussianHigh,1337,full180,INFJ,INFJ-B,true,,52.77777777777778,50,48.611111111111114,52.083333333333336,48.611111111111114,0.528,0.5,0.486,0.521,0.486
97,noiseClusterHigh,1337,full180,ENFP,ENFP-B,true,,50.69444444444444,49.30555555555556,50,50,49.30555555555556,0.507,0.493,0.5,0.5,0.493
98,randomClusters,1337,full180,ESTP,ESTP-B,true,,49.30555555555556,47.916666666666664,56.25,47.916666666666664,50.69444444444444,0.493,0.479,0.562,0.479,0.507
99,blockExtremes,1337,full180,ENFJ,ENFJ-B,true,,58.333333333333336,50,50,55.55555555555556,61.111111111111114,0.583,0.5,0.5,0.556,0.611
100,skewedHighOpenness,1337,full180,ENFP,ENFP-B,true,,50,43.05555555555556,55.55555555555556,61.111111111111114,55.55555555555556,0.5,0.431,0.556,0.611,0.556
101,gaussianHigh,1337,full180,ESFP,ESFP-B,true,,48.611111111111114,49.30555555555556,50.69444444444444,50,45.833333333333336,0.486,0.493,0.507,0.5,0.458
102,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
103,triangularDistribution,1337,full180,ISFP,ISFP-B,true,,47.916666666666664,45.138888888888886,43.05555555555556,52.083333333333336,48.611111111111114,0.479,0.451,0.431,0.521,0.486
104,pathologicalBoundary,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
105,syntheticPersonaSeed,1337,full180,INFJ,INFJ-B,true,,50.69444444444444,53.47222222222222,49.30555555555556,54.166666666666664,52.083333333333336,0.507,0.535,0.493,0.542,0.521
106,degenerateSetFewItems,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
107,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
108,noiseClusterLow,1337,full180,INFJ,INFJ-B,true,,52.77777777777778,50.69444444444444,48.611111111111114,50,54.861111111111114,0.528,0.507,0.486,0.5,0.549
109,boundaryBounce,1337,full180,ISTP,ISTP-S,true,,0,0,0,0,0,0,0,0,0,0
110,blockExtremes,1337,full180,ISFP,ISFP-B,true,,41.666666666666664,44.44444444444444,41.666666666666664,52.77777777777778,55.55555555555556,0.417,0.444,0.417,0.528,0.556
111,skewedHighOpenness,1337,full180,INFJ,INFJ-B,true,,50,59.02777777777778,42.361111111111114,50,57.638888888888886,0.5,0.59,0.424,0.5,0.576
112,deliberateNoise,1337,full180,ESFP,ESFP-B,true,,48.611111111111114,47.22222222222222,53.47222222222222,55.55555555555556,53.47222222222222,0.486,0.472,0.535,0.556,0.535
113,mirrorPattern,1337,full180,ESTJ,ESTJ-B,true,,48.611111111111114,50.69444444444444,50,49.30555555555556,51.388888888888886,0.486,0.507,0.5,0.493,0.514
114,entropyChaos,1337,full180,ISFJ,ISFJ-B,true,,49.30555555555556,50.69444444444444,46.52777777777778,54.861111111111114,50,0.493,0.507,0.465,0.549,0.5
115,uniformHigh,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
116,randomClusters,1337,full180,INTJ,INTJ-B,true,,54.166666666666664,51.388888888888886,46.52777777777778,48.611111111111114,46.52777777777778,0.542,0.514,0.465,0.486,0.465
117,randomClusters,1337,full180,ESTJ,ESTJ-B,true,,48.611111111111114,52.77777777777778,52.77777777777778,48.611111111111114,48.611111111111114,0.486,0.528,0.528,0.486,0.486
118,skewedHighOpenness,1337,full180,ENFJ,ENFJ-B,true,,50,52.083333333333336,56.94444444444444,51.388888888888886,57.638888888888886,0.5,0.521,0.569,0.514,0.576
119,uniformMid,1337,full180,ENFJ,ENFJ-B,true,,50,50,50,50,50,0.5,0.5,0.5,0.5,0.5
120,noiseClusterLow,1337,full180,INTP,INTP-B,true,,55.55555555555556,49.30555555555556,47.916666666666664,48.611111111111114,51.388888888888886,0.556,0.493,0.479,0.486,0.514
121,adversarialSymmetry,1337,full180,ESTJ,ESTJ-B,true,,47.22222222222222,50,52.083333333333336,46.52777777777778,54.166666666666664,0.472,0.5,0.521,0.465,0.542
